ORF ID	Gene Name	Class(1:essential 2:nonessential 3:unknown)	Alternative Name	Map Position	Start(BP)	End(BP)	Length	Direction(0:+ 1:-)	Ncbi ID	Product	Swissprot Acc No	Note
2269	yfcD	2	b2299   ECK2293   f180   JW2296	52.08679962158203	2   416   656	2   417   198	543	1	1788637	putative NUDIX hydrolase	P76494;	putative regulator
2270	yfcE	2	b2300   ECK2294   f184   f184c   JW5377	52.099700927734375	2   417   256	2   417   810	555	1	1788638	phosphodiesterase activity on bis-pNPP	P76495;	
2271	yfcF	2	b2301   ECK2295   f214   f214c   JW2298	52.11280059814453	2   417   863	2   418   507	645	1	1788639	glutathione S-transferase	P77544;   Q8FFI7;   Q8XCT3;	
2272	yfcG	2	b2302   ECK2296   JW2299   o215   o215b	52.129600524902344	2   418   643	2   419   290	648	0	1788640	GSH-dependent disulfide bond oxidoreductase	P77526;   Q8FFI6;   Q8X568;	putative S-transferase
2273	folX	2	b2303   ECK2297   JW2300   o120   o120a	52.144798278808594	2   419   347	2   419   709	363	0	1788641	D-erythro-7   8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase	P80449; P77796;	D-erythro-7   8-dihydroneopterin tri P epimerase
2274	yfcH	2	b2304   ECK2298   JW2301   o297   o297b	52.15299987792969	2   419   730	2   420   623	894	0	1788642	conserved protein with NAD(P)-binding Rossmann-fold domain	P77775;	putative sugar nucleotide epimerase
2275	yfcI	2	b2305   ECK2299   f296   JW2302	52.173301696777344	2   420   671	2   421   561	891	1	1788643	hypothetical protein	P77768;   Q8FA90;   Q8XCT0;	
2276	hisP	2	b2306   ECK2300   JW2303	52.19670104980469	2   421   758	2   422   531	774	1	1788644	histidine/lysine/arginine/ornithine transporter subunit	P07109; P77299;   Q8FFI4;   Q8XCS9;	ATP-binding component of histidine transport; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0009089 - lysine biosynthetic process via diaminopimelate; GO_process: GO:0006526 - arginine biosynthetic process; GO_process: GO:0000105 - histidine biosynthetic process; GO_process: GO:0009063 - cellular amino acid catabolic process
2277	hisM	2	b2307   ECK2301   f238   JW2304	52.213600158691406	2   422   539	2   423   255	717	1	1788645	histidine/lysine/arginine/ornithine transporter subunit	P20091; P76936;	histidine transport    membrane protein M; membrane component of ABC superfamily; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0009089 - lysine biosynthetic process via diaminopimelate; GO_process: GO:0006526 - arginine biosynthetic process
2278	hisQ	2	b2308   ECK2302   JW2305	52.22890090942383	2   423   252	2   423   938	687	1	1788646	histidine/lysine/arginine/ornithine transporter permease subunit	P52094; P77635;   Q8FFI3;   Q8XCS7;	histidine transport system permease protein; membrane component of ABC superfamily; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0009089 - lysine biosynthetic process via diaminopimelate; GO_process: GO:0006526 - arginine biosynthetic process
2279	hisJ	2	b2309   ECK2303   JW2306	52.245601654052734	2   424   028	2   424   810	783	1	1788648	histidine/lysine/arginine/ornithine transporter subunit	P39182; P77763;	histidine-binding periplasmic protein of high-affinity histidine transport system; periplasmic-binding component of ABC superfamily; GO_component: GO:0042597 - periplasmic space; GO_process: GO:0000105 - histidine biosynthetic process
2280	argT	2	b2310   ECK2304   JW2307	52.26729965209961	2   425   031	2   425   813	783	1	1788649	lysine/arginine/ornithine transporter subunit	P09551; P77476;   Q8XCS4;	lysine-    arginine-    ornithine-binding periplasmic protein; periplasmic-binding component of ABC superfamily; GO_component: GO:0042597 - periplasmic space; GO_function: GO:0015597 -histidine/arginine/lysine/ornithine porter activity; GO_process: GO:0009089 - lysine biosynthetic process via diaminopimelate; GO_process: GO:0006526 - arginine biosynthetic process
2281	ubiX	2	b2311   dedF   ECK2305   JW2308	52.289798736572266	2   426   079	2   426   648	570	1	1788650	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	P09550; P77715;   Q8FFI1;	GO_process: GO:0009060 - aerobic respiration
2282	purF	2	ade   b2312   ECK2306   JW2309   purC	52.30419921875	2   426   743	2   428   260	1   518	1	1788651	amidophosphoribosyltransferase	P00496; P78092; P78191; P78192; Q47255; Q59425;   P21155;   Q8FFI0;   Q8XCR6;	amidophosphoribosyltransferase = PRPP amidotransferase; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006164 - purine nucleotide biosynthetic process
244	407	-1		52.310001373291016	2   427   381	2   445   920	18   540	-1				
2283	cvpA	2	b2313   dedE   ECK2307   JW2310	52.33769989013672	2   428   297	2   428   785	489	1	1788652	membrane protein required for colicin V production	P08550;   Q8FFH9;   Q8XCR5;	GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
2284	dedD	2	b2314   ECK2308   JW5378	52.35380172729492	2   429   044	2   429   706	663	1	87082083	membrane-anchored periplasmic protein involved in septation	P09549;   Q8FFH7;   Q8XCR4;	putative lipoprotein
2285	folC	1	b2315   dedC   ECK2309   JW2312	52.367801666259766	2   429   696	2   430   964	1   269	1	1788654	bifunctional folylpolyglutamate synthase/ dihydrofolate synthase	P08192; P78237;   Q8FFH6;   Q8XCR3;	dihydrofolate:folylpolyglutamate synthetase; dihydrofolate synthetase; GO_process: GO:0046656 - folic acid biosynthetic process
2286	accD	1	b2316   dedB   ECK2310   JW2313   usg	52.39659881591797	2   431   034	2   431   948	915	1	1788655	acetyl-CoA carboxylase    beta (carboxyltransferase) subunit	P08193; P76937; P78251;   P08390;   Q8FFH3;   Q8FFH5;   Q8XCR1;	acetylCoA carboxylase    carboxytransferase component    beta subunit; GO_component: GO:0005737 - cytoplasm
2287	dedA	2	b2317   ECK2311   JW2314	52.419700622558594	2   432   104	2   432   763	660	1	1788656	conserved inner membrane protein	P09548;   Q8FFH4;	GO_component: GO:0009274 - peptidoglycan-based cell wall
2288	truA	2	asuC   b2318   ECK2312   hisT   JW2315   leuK	52.435699462890625	2   432   846	2   433   658	813	1	1788657	tRNA pseudouridine(38-40) synthase	P07649;   Q8XCR2;	GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006418 - tRNA aminoacylation for protein translation
2289	usg	2	b2319   ECK2313   JW2316   usg1	52.45320129394531	2   433   658	2   434   671	1   014	1	1788658	putative semialdehyde dehydrogenase	P08193; P76937; P78251;   P08390;   Q8FFH3;   Q8XCR1;	putative PTS system enzyme II A component
2290	pdxB	2	b2320   ECK2314   JW2317	52.47650146484375	2   434   737	2   435   873	1   137	1	1788660	erythronate-4-phosphate dehydrogenase	P05459;   Q8FFH2;   Q8XCR0;	erythronate-4-phosphate dehyrogenase; GO_process: GO:0008615 - pyridoxine biosynthetic process
2291	flk	2	b2321   div   ECK2315   JW2318   rflH	52.50310134887695	2   435   972	2   436   967	996	0	1788661	putative flagella assembly protein	P15286; P77706;   Q8FFH1;   Q8XCQ9;	flagellar assembly protein
2292	yfcJ	2	b2322   ECK2316   f392   JW2319	52.52450180053711	2   436   964	2   438   142	1   179	1	1788662	putative arabinose efflux transporter	P37621;   P77549;	putative transport protein; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
358	ssaE	2		52.529998779296875	2   436   983	2   436   983	0	0				
245	408	-1		52.52000045776367	2   437   015	2   450   002	12   988	-1				
2293	fabB	1	b2323   ECK2317   fabC   JW2320	52.555599212646484	2   438   407	2   439   627	1   221	1	1788663	3-oxoacyl-[acyl-carrier-protein] synthase I	P14926; Q9R828; Q9R829; Q9R830;   Q8XCQ8;	GO_component: GO:0005737 - cytoplasm
359	trmC	2		52.58000183105469	2   439   302	2   439   302	0	0				
2294	mnmC	2	b2324   ECK2318   JW5380   o688   trmC   yfcK	52.58530044555664	2   439   786	2   441   792	2   007	0	87082084	fused 5-methylaminomethyl-2-thiouridine-forming enzyme methyltransferase and FAD-dependent demodification enzyme	P77182;	putative peptidase
2296	yfcL	2	b2325   ECK2319   f92   JW2322	52.631099700927734	2   441   913	2   442   191	279	1	1788665	hypothetical protein	P76496;	
2295	epmC	2	b2326   ECK2320   f182   JW5381   yfcM	52.63779830932617	2   442   225	2   442   773	549	1	1788666	Elongation Factor P Lys34 hydroxylase	P76938; P76497;	putative transporting ATPase
2297	yfcA	2	b2327   ECK2321   JW2324	52.64970016479492	2   442   773	2   443   582	810	1	1788667	inner membrane protein    UPF0721 family	P08868;   P14008;	putative structural protein
2298	mepA	2	b2328   ECK2322   JW2325	52.66709899902344	2   443   582	2   444   406	825	1	1788668	murein DD-endopeptidase	P14007;   Q8CVV4;   Q8XCQ5;	murein DD-endopeptidase    penicillin-insensitive; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_process: GO:0009252 - peptidoglycan biosynthetic process; GO_process: GO:0042493 - response to drug
246	409	-1		52.68000030517578	2   444   187	2   459   090	14   904	-1				
2299	aroC	2	b2329   ECK2323   JW2326	52.684898376464844	2   444   410	2   445   495	1   086	1	1788669	chorismate synthase	P12008; P78193;   Q8XCQ4;	GO_process: GO:0009423 - chorismate biosynthetic process
2300	prmB	2	b2330   ECK2324   JW5841   yfcB	52.70909881591797	2   445   530	2   446   462	933	1	87082085	N5-glutamine methyltransferase	P39199; P76939; P78252;   Q8FFG7;   Q8XCQ3;	putative adenine-specific methylase
2301	smrB	2	b2331   ECK2325   JW2328   o183   yfcN	52.73270034790039	2   446   628	2   447   179	552	0	1788671	putative DNA endonuclease	P77458;	
2302	yfcO	2	b2332   ECK2326   f278   f278f   JW2329	52.74620056152344	2   447   250	2   448   071	822	1	87082086	hypothetical protein	P76498;	
2303	yfcP	2	b2333   ECK2327   f179   JW2330	52.76390075683594	2   448   073	2   448   612	540	1	1788674	putative fimbrial-like adhesin protein	P76499;	putative fimbrial-like protein; GO_component: GO:0009289 - pilus
2304	yfcQ	2	b2334   ECK2328   f162   f162b   JW2331	52.77539825439453	2   448   609	2   449   097	489	1	1788675	putative fimbrial-like adhesin protein	P76500;	GO_component: GO:0009289 - pilus
2305	yfcR	2	b2335   ECK2329   f170   f170b   JW2332	52.7859001159668	2   449   094	2   449   606	513	1	1788676	putative fimbrial-like adhesin protein	P76501;	putative fimbrial protein; GO_component: GO:0009289 - pilus
2306	yfcS	2	b2336   ECK2330   f250   f250b   JW2333	52.79690170288086	2   449   606	2   450   358	753	1	1788677	putative periplasmic pilus chaperone	P77599;   Q8CVU9;   Q8XCP6;	putative chaperone; GO_process: GO:0006457 - protein folding
2307	yfcU	2	b2337   b2338   b4661   ECK2332   f298   f298b   f578   JW2334   yfcT	52.8135986328125	2   450   378	2   453   023	2   646	1				pseudogene    export usher homology;putative membrane; Not classified; putative outer membrane protein; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0009279 - cell outer membrane
2309	yfcV	2	b2339   ECK2333   f187   f187b   JW2336	52.87229919433594	2   453   105	2   453   668	564	1	1788680	putative fimbrial-like adhesin protein	P77288; P76940;	putative fimbrial-like protein; GO_component: GO:0009289 - pilus
247	410	-1		52.880001068115234	2   453   521	2   470   271	16   751	-1				
2310	sixA	2	b2340   ECK2334   f161   f161b   JW2337   yfcW	52.899200439453125	2   454   349	2   454   834	486	1	1788681	phosphohistidine phosphatase	P76502; P77784;	GO_process: GO:0006464 - protein modification process
2311	fadJ	2	b2341   ECK2335   f714   JW2338   yfcX	52.91400146484375	2   455   037	2   457   181	2   145	1	1788682	fused enoyl-CoA hydratase and epimerase andisomerase/3-hydroxyacyl-CoA dehydrogenase	P77399;	putative enzyme; GO_process: GO:0019395 - fatty acid oxidation
2312	fadI	2	b2342   ECK2336   f436   JW2339   yfcY	52.960201263427734	2   457   181	2   458   491	1   311	1	1788683	beta-ketoacyl-CoA thiolase    anaerobic    subunit	P76503; P77208; P77230;	putative acyltransferase
2313	yfcZ	2	b2343   ECK2337   f102   JW2340	52.9922981262207	2   458   672	2   458   956	285	1	87082087	conserved protein    UPF0381 family	P76504; P77331;	
2314	fadL	2	b2344   ECK2338   JW2341   ttr	53.006500244140625	2   459   328	2   460   668	1   341	0	145693163	long-chain fatty acid outer membrane transporter	P10384; P77697;   Q8CVU7;   Q8XCN6;	long-chain fatty acid transport protein (outer membrane flp protein); GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0009279 - cell outer membrane; GO_process: GO:0019395 - fatty acid oxidation
2315	yfdF	2	b2345   ECK2339   JW2342   o352	53.0432014465332	2   461   034	2   462   092	1   059	0	1788687	hypothetical protein	P76505;	GO_process: GO:0006259 - DNA metabolic process
2316	mlaA	2	b2346   ECK2340   JW2343   vacJ	53.06999969482422	2   462   274	2   463   029	756	1	1788688	ABC transporter maintaining OM lipid asymmetry    OM lipoprotein component	P76506; P76941;   Q8CVU6;	lipoprotein precursor; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
2317	yfdC	2	b2347   ECK2341   JW2344	53.09260177612305	2   463   323	2   464   255	933	0	1788689	putative inner membrane protein	P37327;   Q8FFG1;   Q8XCN1;	putative transport protein
362	attPA-2	2		53.099998474121094	2   463   426	2   463   426	0	0				
36	argW	2	b2348   ECK2342   JWR0044	53.11429977416992	2   464   331	2   464   405	75	0		tRNA-Arg		anticodon: CCU
2318	intS	2	b2349   ECK2343   intC   JW2345   o385   yfdB	53.11940002441406	2   464   567	2   465   724	1   158	0	1788690	CPS-53 (KpLE1) prophage; predicted prophage CPS-53 integrase	P37326; P76942;   Q8FC69;   Q8XCM9;	
248	411	-1		53.119998931884766	2   465   014	2   480   407	15   394	-1				
2319	gtrA	2	b2350   ECK2344   JW2346   o120   o120b   yfdG	53.14759826660156	2   465   877	2   466   239	363	0	1788691	CPS-53 (KpLE1) prophage; bactoprenol-linked glucose translocase (flippase)	P77682;	
2320	gtrB	2	b2351   ECK2345   JW2347   o306   o306b   yfdH	53.155399322509766	2   466   236	2   467   156	921	0	1788692	CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase	P77293;	
2321	gtrS	2	b2352   ECK2346   gtrIV   JW5382   o443   yfdI	53.17509841918945	2   467   153	2   468   484	1   332	0	1788693	serotype-specific glucosyl transferase    CPS-53 (KpLE1) prophage	P76507;	putative ligase
2322	tfaS	2	b2353   ECK2347   JW5383   o114   o114b   yfdJ	53.21139907836914	2   468   837	2   469   127	291	0			P77326;	pseudogene    CPS-53 (KpLE1) prophage; tail fiber assembly protein fragment;Phage or Prophage Related
2323	yfdK	2	b2354   ECK2348   f146   f146b   JW2350	53.217098236083984	2   469   099	2   469   539	441	1	1788696	CPS-53 (KpLE1) prophage; conserved protein	P77656;	
2324	yfdL	2	b2355   ECK2349   f172   JW5384	53.22710037231445	2   469   566	2   470   144	579	1			P76508;	pseudogene    CPS-53 (KpLE1) prophage;Phage or Prophage Related
4312	yfdM	2	b2356   ECK2350   JW2352   yzyB	53.239498138427734	2   470   140	2   470   409	270	1			P76509;	CPS-53 (KpLE1) prophage; predicted methyltransferase;Phage or Prophage Related
2331	yfdN	2	b2357   cscR   ECK2351   f164   JW5385   xylU   yzyA	53.24530029296875	2   470   409	2   470   903	495	1	1788699	CPS-53 (KpLE1) prophage; putative protein		
4308	oweS	2	b2358   ECK2352   f122   JW2355   yfdO	53.25590133666992	2   470   900	2   471   607	708	1			P76511; P76943;	pseudogene    CPS-53 (KpLE1) prophage; predicted defective phage replication protein O;Phage or Prophage Related
2325	yfdP	2	b2359   ECK2353   JW2356   o148	53.27149963378906	2   471   626	2   471   988	363	0	145693164	CPS-53 (KpLE1) prophage; putative protein	P76512;	
2326	yfdQ	2	b2360   ECK2354   JW2357   o274	53.280799865722656	2   472   054	2   472   878	825	0	1788702	CPS-53 (KpLE1) prophage; putative protein	P76513;	
2327	yfdR	2	b2361   ECK2355   JW2358   o187	53.301300048828125	2   473   006	2   473   542	537	0	87082090	CPS-53 (KpLE1) prophage; conserved protein	P76514;	
2328	yfdS	2	b2362   ECK2356   JW2359   o120	53.312599182128906	2   473   533	2   473   895	363	0	1788704	CPS-53 (KpLE1) prophage; putative protein	P76515;	
2329	yfdT	2	b2363   ECK2357   JW5887   o101	53.32040023803711	2   473   895	2   474   200	306	0	1788705	CPS-53 (KpLE1) prophage; putative protein	P76516;	
10135	ypdJ	2	b4545   ECK2358   JW5386	53.32709884643555	2   474   203	2   474   253	51	0				exisonase remnant
249	412	-1		53.31999969482422	2   474   255	2   489   646	15   392	-1				
10136	torI	2	b4501   ECK2359   JW5387	53.329898834228516	2   474   332	2   474   532	201	0	87082092	response regulator inhibitor for tor operon		
10137	pawZ	2	b4643   ECK4464	53.33580017089844	2   474   606	2   474   620	15	0		tRNA-OTHER		
2330	dsdC	2	b2364   ECK2360   JW2361	53.33810043334961	2   474   716	2   475   651	936	1	1788706	DNA-binding transcriptional dual regulator	P46068; P77443;   Q8FFF6;	D-serine dehydratase (deaminase) transcriptional activator; GO_component: GO:0005737 - cytoplasm; GO_function: GO:0016563 - transcription activator activity; GO_process: GO:0009063 - cellular amino acid catabolic process; GO_process: GO:0006350 - transcription
2332	dsdX	2	b2365   dsdC   ECK2361   JW2362   yfdA   yfdD	53.362998962402344	2   475   869	2   477   206	1   338	0	1788707	D-serine permease	P08555; P11693;   Q8FFF5;   Q8X4G3;	transport system permease (serine?); GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
2333	dsdA	2	b2366   ECK2362   JW2363	53.3922004699707	2   477   224	2   478   552	1   329	0	1788708	D-serine dehydratase	P00926; P78303;   Q8FFF4;   Q8XCK5;	D-serine dehydratase (deaminase); GO_component: GO:0005737 - cytoplasm; GO_process: GO:0009063 - cellular amino acid catabolic process
2334	emrY	2	b2367   ECK2363   JW2364	53.423099517822266	2   478   660	2   480   198	1   539	1	1788710	putative multidrug efflux system	P52600;   Q8FFF3;   Q8XCK3;	multidrug resistance protein Y; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0042493 - response to drug
2335	emrK	2	b2368   ECK2364   f387   JW2365	53.456298828125	2   480   198	2   481   361	1   164	1	1788711	EmrKY-TolC multidrug resistance efflux pump    membrane fusion protein component	P52599; P76517; P76944; P76945;   Q8FFF1;   Q8XCK1;	multidrug resistance protein K; GO_process: GO:0042493 - response to drug
2336	evgA	2	b2369   ECK2365   JW2366	53.490299224853516	2   481   777	2   482   391	615	0	1788712	DNA-binding response regulator in two-component regulatory system with EvgS	P30854;	putative positive transcription regulator (sensor EvgS); GO_component: GO:0005737 - cytoplasm; GO_function: GO:0016563 - transcription activator activity; GO_process: GO:0006350 - transcription
2337	evgS	2	b2370   ECK2366   JW2367	53.503700256347656	2   482   396	2   485   989	3   594	0	1788713	hybrid sensory histidine kinase in two-component regulatory system with EvgA	P30855; P77644; Q9RF36; Q9RF37;   P58402;   Q8CVU5;	putative sensor for regulator EvgA; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0006464 - protein modification process
250	413	-1		53.52000045776367	2   483   515	2   496   732	13   218	-1				
2338	yfdE	2	b2371   ECK2367   f394   f394b   JW2368	53.582298278808594	2   486   045	2   487   190	1   146	1	87082093	putative CoA-transferase    NAD(P)-binding	P76518; P76946;   Q8FFF0;   Q8XCJ8;	putative enzyme
2339	yfdV	2	b2372   ECK2368   f314   f314b   JW2369	53.60860061645508	2   487   264	2   488   208	945	1	1788715	putative transporter	P76519; P76947; P76948;	putative receptor protein
2340	oxc	2	b2373   ECK2369   f564   JW2370   yfdU	53.630401611328125	2   488   278	2   489   972	1   695	1	1788716	oxalyl CoA decarboxylase    ThDP-dependent	P78093; P78194; P78195;	
251	414	-1		53.650001525878906	2   489   546	2   507   552	18   007	-1				
2341	frc	2	b2374   ECK2370   f416   JW2371   yfdW	53.66809844970703	2   490   026	2   491   276	1   251	1	1788717	formyl-CoA transferase    NAD(P)-binding	P77407;	putative enzyme
2342	yfdX	2	b2375   ECK2371   f211   JW2372	53.70610046386719	2   491   789	2   492   424	636	1	1788719	hypothetical protein	P76520;	
2343	ypdI	2	b2376   ECK2372   JW2373   o91	53.726200103759766	2   492   720	2   492   995	276	0	2367134	putative lipoprotein involved in colanic acid biosynthesis	O32528;	
2344	yfdY	2	b2377   ECK2373   f80   JW2374	53.73379898071289	2   493   072	2   493   314	243	1	1788720	putative inner membrane protein	P76521;	
2345	lpxP	2	b2378   ddg   ECK2374   JW2375   o328   o328b	53.74660110473633	2   493   667	2   494   587	921	0	87082094	palmitoleoyl-acyl carrier protein (ACP)-dependent acyltransferase	P76522; P76949;   Q8FFE5;   Q8XBR4;	putative heat shock protein; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_function: GO:0042280 - cell surface antigen activity    host-interacting; GO_process: GO:0009245 - lipid A biosynthetic process; GO_process: GO:0009266 - response to temperature stimulus
10238	ypdK	2	b4680   ECK4495   ibsB	53.77410125732422	2   494   943	2   495   014	72	0	226510962	expressed protein    membrane-associated		
2346	alaC	2	b2379   ECK2375   f412   f412a   JW2376   yfdZ	53.777000427246094	2   495   079	2   496   317	1   239	1	1788722	valine-pyruvate aminotransferase 3	P77434;	putative aminotransferase
2347	ypdA	2	b2380   ECK2376   JW5388   o565	53.811798095703125	2   496   693	2   498   390	1   698	0	1788723	putative sensory kinase in two-component system with YpdB	P76523; P76950;	putative sensor protein
2348	ypdB	2	b2381   ECK2377   JW2378   o244   o244b	53.84870147705078	2   498   405	2   499   139	735	0	1788724	putative response regulator in two-component system with YpdA	P77742;	putative 2-component transcriptional regulator; GO_process: GO:0006350 - transcription
252	415	-1		53.86000061035156	2   499   071	2   516   082	17   012	-1				
2349	ypdC	2	b2382   ECK2378   JW2379   o285   o285b	53.86479949951172	2   499   152	2   500   009	858	0	1788725	putative DNA-binding protein	P32677;   P77396;	putative ARAC-type regulatory protein; GO_function: GO:0016563 - transcription activator activity; GO_process: GO:0006350 - transcription
2350	fryA	2	b2383   ECK2379   f831   JW2380   ypdD	53.88330078125	2   500   012	2   502   507	2   496	1	1788726	fused predicted PTS enzymes: Hprcomponent/enzyme I component/enzyme IIA component	P32670;   P77439;	putative PTS system enzyme IIA component    enzyme I; GO_process: GO:0009401 - phosphoenolpyruvate-dependent sugar phosphotransferase system
2351	ypdE	2	b2384   ECK2380   f345   JW2381	53.93769836425781	2   502   532	2   503   569	1   038	1	1788727	aminopeptidase	P32153;   P77585;	
2352	ypdF	2	b2385   ECK2381   f361   JW2382	53.959999084472656	2   503   569	2   504   654	1   086	1	1788728	Xaa-Pro aminopeptidase	P76524; P76951;	putative peptidase
2353	fryC	2	b2386   ECK2382   f415   JW2383   ypdG	53.983699798583984	2   504   669	2   505   916	1   248	1	1788729	putative enzyme IIC component of PTS	P77579; P78196;	GO_process: GO:0016052 - carbohydrate catabolic process
253	416	-1		53.9900016784668	2   505   179	2   523   130	17   952	-1				
2354	fryB	2	b2387   ECK2383   f108   f108b   JW5389   ypdH	54.01110076904297	2   505   938	2   506   264	327	1	1788730	putative enzyme IIB component of PTS	P32673;   P76525; P78264;	putative PTS system enzyme IIB component; GO_process: GO:0009401 - phosphoenolpyruvate-dependent sugar phosphotransferase system
2355	glk	2	b2388   ECK2384   JW2385	54.02280044555664	2   506   483	2   507   448	966	1	1788732	glucokinase	P46880; P78276;   Q8FFD4;	GO_component: GO:0005737 - cytoplasm; GO_process: GO:0016052 - carbohydrate catabolic process
2356	yfeO	2	b2389   ECK2385   JW2386   o418   o418b	54.04800033569336	2   507   652	2   508   908	1   257	0	1788733	putative ion channel protein	P76526;	
2357	ypeC	2	b2390   ECK2386   JW2387   o108   o108c   o114	54.077598571777344	2   509   023	2   509   349	327	0	1788734	hypothetical protein	P76527;	the overlapping reading frame (b2391) is no longer thought to be an actual gene    and has been deaccessioned
2359	mntH	2	b2392   ECK2387   f412   f412b   JW2388   mntA   yfeP	54.08760070800781	2   509   490	2   510   728	1   239	1	1788736	manganese/divalent cation transporter	P77145;	GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0006805 - xenobiotic metabolic process
2360	nupC	2	b2393   cru   ECK2388   JW2389	54.121498107910156	2   511   064	2   512   266	1   203	0	1788737	nucleoside (except guanosine) transporter	P33031; P77236;   Q8XBP5;	permease of transport system for 3 nucleosides; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0015949 - nucleobase    nucleoside and nucleotide interconversion
16	insL1	2	b0016   b0017   b0582   b2394   ECK0016   insL   insL-3   o370   o372   yi81_1	54.14929962158203	2   512   353	2   513   465	1   113	0	87082095	IS186 transposase	P08409; P11307; P76952; P77426; Q47051;	
2362	yfeA	2	b2395   ECK2389   f768   JW5391	54.1776008605957	2   513   665	2   515   854	2   190	1	87082096	putative diguanylate cyclase	P23842; P76529; P76954;   Q8FFD1;   Q8XBN6;	
365	nfrD	2		54.20000076293945	2   514   458	2   514   458	0	0				
254	417	-1		54.20000076293945	2   514   867	2   530   150	15   284	-1				
37	alaX	2	alaWbeta   b2396   ECK2390   JWR0046	54.22930145263672	2   516   063	2   516   138	76	1		tRNA-Ala		anticodon: GGC
38	alaW	2	alaWalpha   b2397   ECK2391   JWR0045	54.2318000793457	2   516   178	2   516   253	76	1		tRNA-Ala		anticodon: GGC
2363	yfeC	2	b2398   ECK2392   JW2393   o119	54.23849868774414	2   516   489	2   516   833	345	0	87082097	putative DNA-binding protein    DUF1323 family	P27239; P76530; P76956;   Q8XBN5;	
2364	yfeD	2	b2399   ECK2393   JW2394	54.24589920043945	2   516   835	2   517   227	393	0	226510963	conserved protein    DUF1323 family; N-terminal HTH domain of the MerR superfamily	P27238;   Q8FFD0;   Q8XBN4;	
2365	gltX	1	b2400   ECK2394   JW2395	54.25550079345703	2   517   279	2   518   694	1   416	1	1788743	glutamyl-tRNA synthetase	P04805;   Q8FFC9;   Q8XBN2;	glutamate tRNA synthetase    catalytic subunit; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006418 - tRNA aminoacylation for protein translation
39	valU	2	b2401   ECK2395   JWR0047   valUalpha	54.29159927368164	2   518   953	2   519   028	76	0		tRNA-Val		anticodon: UAC
40	valX	2	b2402   ECK2396   JWR0048   valUbeta	54.2942008972168	2   519   073	2   519   148	76	0		tRNA-Val		anticodon: UAC
41	valY	2	b2403   ECK2397   JWR0049   valUgamma	54.29679870605469	2   519   195	2   519   270	76	0		tRNA-Val		anticodon: UAC
42	lysV	2	b2404   ECK2398   JWR0050   supN	54.298500061035156	2   519   275	2   519   350	76	0		tRNA-Lys		anticodon: UUU
2366	xapR	2	b2405   ECK2399   JW2396   pdnR   pRndR   yfeB	54.30590057373047	2   519   615	2   520   499	885	1	2367136	DNA-binding transcriptional activator for for xapAB	P23841; P76531;   Q8CXY3;	regulator for xapA; GO_component: GO:0005737 - cytoplasm; GO_function: GO:0016563 - transcription activator activity; GO_process: GO:0015949 - nucleobase    nucleoside and nucleotide interconversion; GO_process: GO:0006350 - transcription
2367	xapB	2	b2406   ECK2400   JW2397	54.330299377441406	2   520   751	2   522   007	1   257	1	1788745	xanthosine transporter	P45562; P77729;   Q8FFC7;	xanthosine permease; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0016052 - carbohydrate catabolic process
2368	xapA	2	b2407   ECK2401   f277   JW2398   pdnA   pndA	54.358699798583984	2   522   067	2   522   900	834	1	1788746	purine nucleoside phosphorylase II	P45563; P77325;   Q8FFC6;	xanthosine phosphorylase; GO_process: GO:0015949 - nucleobase    nucleoside and nucleotide interconversion
